,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
122201,C546854,22196,SMALL HEART MEASURING SPOONS,-4,3/17/2011 13:55,0.72,17511.0,United Kingdom
122202,C546854,22667,RECIPE BOX RETROSPOT ,-1,3/17/2011 13:55,2.95,17511.0,United Kingdom
122203,C546854,22468,BABUSHKA LIGHTS STRING OF 10,-1,3/17/2011 13:55,5.95,17511.0,United Kingdom
122280,C546858,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,3/17/2011 14:24,14.95,14081.0,United Kingdom
122281,C546858,21534,DAIRY MAID LARGE MILK JUG,-1,3/17/2011 14:24,4.95,14081.0,United Kingdom
122282,C546859,M,Manual,-102,3/17/2011 14:39,5.45,17603.0,United Kingdom
122356,C546864,22842,BISCUIT TIN VINTAGE RED,-2,3/17/2011 15:42,6.75,13319.0,United Kingdom
122357,C546864,21539,RED RETROSPOT BUTTER DISH,-2,3/17/2011 15:42,4.95,13319.0,United Kingdom
122358,C546865,79000,MOROCCAN TEA GLASS,-1,3/17/2011 15:46,0.65,14226.0,United Kingdom
122359,C546865,22697,GREEN REGENCY TEACUP AND SAUCER,-1,3/17/2011 15:46,2.95,14226.0,United Kingdom
122360,C546865,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,3/17/2011 15:46,2.95,14226.0,United Kingdom
122361,C546865,22423,REGENCY CAKESTAND 3 TIER,-1,3/17/2011 15:46,12.75,14226.0,United Kingdom
122399,C546867,85194S,HANGING SPRING FLOWER EGG SMALL,-24,3/17/2011 15:48,0.65,18218.0,United Kingdom
122400,C546867,85194L,HANGING SPRING FLOWER EGG LARGE,-12,3/17/2011 15:48,0.85,18218.0,United Kingdom
122401,C546868,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/17/2011 15:49,8.5,15671.0,United Kingdom
122409,C546870,M,Manual,-2,3/17/2011 16:07,2.5,14462.0,United Kingdom
122506,C546879,M,Manual,-96,3/17/2011 17:14,0.91,16422.0,United Kingdom
122507,C546880,22423,REGENCY CAKESTAND 3 TIER,-1,3/17/2011 17:16,12.75,13093.0,United Kingdom
122508,C546881,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-3,3/17/2011 17:17,5.95,15159.0,United Kingdom
122726,C546885,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/17/2011 18:11,8.5,15671.0,United Kingdom
122727,C546886,21843,RED RETROSPOT CAKE STAND,-1,3/17/2011 18:13,10.95,12520.0,Germany
122728,C546886,22423,REGENCY CAKESTAND 3 TIER,-2,3/17/2011 18:13,12.75,12520.0,Germany
122729,C546886,84461,12 PINK HEN+CHICKS IN BASKET,-6,3/17/2011 18:13,2.55,12520.0,Germany
122730,C546887,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,3/17/2011 18:14,2.1,14329.0,United Kingdom
122731,C546887,21389,IVORY HANGING DECORATION  BIRD,-1,3/17/2011 18:14,0.85,14329.0,United Kingdom
122732,C546887,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-1,3/17/2011 18:14,0.85,14329.0,United Kingdom
122733,C546887,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,3/17/2011 18:14,2.95,14329.0,United Kingdom
122902,C546889,22258,FELT FARM ANIMAL RABBIT,-6,3/17/2011 18:16,1.25,13971.0,United Kingdom
122903,C546889,72140E,BEST DAD CANDLE LETTERS,-1,3/17/2011 18:16,0.85,13971.0,United Kingdom
122904,C546889,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-1,3/17/2011 18:16,3.95,13971.0,United Kingdom
123256,C546893,22502,PICNIC BASKET WICKER SMALL,-1,3/17/2011 18:20,4.95,14156.0,EIRE
123257,C546894,22461,SAVOY ART DECO CLOCK,-1,3/17/2011 18:21,12.75,14334.0,United Kingdom
123258,C546895,22777,GLASS CLOCHE LARGE,-1,3/17/2011 18:22,8.5,15358.0,United Kingdom
123557,C546897,21937,STRAWBERRY   PICNIC BAG,-2,3/17/2011 18:25,2.95,18183.0,United Kingdom
123558,C546897,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/17/2011 18:25,4.95,18183.0,United Kingdom
123585,C546901,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,3/17/2011 18:29,1.65,14112.0,United Kingdom
123586,C546901,21844,RED RETROSPOT MUG,-1,3/17/2011 18:29,2.95,14112.0,United Kingdom
123587,C546901,21535,RED RETROSPOT SMALL MILK JUG,-3,3/17/2011 18:29,2.55,14112.0,United Kingdom
123588,C546901,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,3/17/2011 18:29,9.95,14112.0,United Kingdom
123589,C546901,22776,SWEETHEART CAKESTAND 3 TIER,-1,3/17/2011 18:29,9.95,14112.0,United Kingdom
123590,C546901,22741,FUNKY DIVA PEN,-2,3/17/2011 18:29,0.85,14112.0,United Kingdom
123591,C546901,22501,PICNIC BASKET WICKER LARGE,-2,3/17/2011 18:29,9.95,14112.0,United Kingdom
123593,C546903,20886,BOX OF 9 PEBBLE CANDLES,-6,3/17/2011 18:31,1.95,16217.0,United Kingdom
123594,C546903,21906,PHARMACIE FIRST AID TIN,-2,3/17/2011 18:31,6.75,16217.0,United Kingdom
123595,C546903,22212,FOUR HOOK  WHITE LOVEBIRDS,-6,3/17/2011 18:31,2.1,16217.0,United Kingdom
123596,C546904,22822,CREAM WALL PLANTER HEART SHAPED,-1,3/17/2011 18:33,5.95,16150.0,United Kingdom
123597,C546904,22784,LANTERN CREAM GAZEBO ,-1,3/17/2011 18:33,4.95,16150.0,United Kingdom
123598,C546904,22766,PHOTO FRAME CORNICE,-4,3/17/2011 18:33,2.95,16150.0,United Kingdom
123599,C546904,20723,STRAWBERRY CHARLOTTE BAG,-1,3/17/2011 18:33,0.85,16150.0,United Kingdom
123600,C546905,M,Manual,-48,3/17/2011 18:42,0.45,15061.0,United Kingdom
123601,C546906,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,3/17/2011 18:44,6.75,17675.0,United Kingdom
123602,C546907,M,Manual,-25,3/17/2011 18:46,0.67,16422.0,United Kingdom
123986,C546930,22268,EASTER DECORATION SITTING BUNNY,-1,3/18/2011 10:37,0.85,14701.0,United Kingdom
123987,C546930,22781,GUMBALL MAGAZINE RACK,-1,3/18/2011 10:37,7.65,14701.0,United Kingdom
123988,C546930,84575A,PINK DOG CANNISTER,-1,3/18/2011 10:37,5.95,14701.0,United Kingdom
123989,C546930,22766,PHOTO FRAME CORNICE,-1,3/18/2011 10:37,2.95,14701.0,United Kingdom
123990,C546930,85131A,BEADED PEARL HEART WHITE ON STICK,-1,3/18/2011 10:37,1.25,14701.0,United Kingdom
123991,C546930,21743,STAR PORTABLE TABLE LIGHT ,-4,3/18/2011 10:37,2.95,14701.0,United Kingdom
123992,C546931,22301,COFFEE MUG CAT + BIRD DESIGN,-2,3/18/2011 10:40,2.1,12989.0,United Kingdom
123993,C546932,90201B,BLACK ENAMEL FLOWER RING,-1,3/18/2011 11:01,2.95,16297.0,United Kingdom
124025,C546943,BANK CHARGES,Bank Charges,-1,3/18/2011 11:11,56.93,,United Kingdom
124051,C546948,S,SAMPLES,-1,3/18/2011 11:20,50.99,,United Kingdom
124052,C546948,S,SAMPLES,-1,3/18/2011 11:20,65.85,,United Kingdom
124474,C546975,M,Manual,-1,3/18/2011 12:08,19.05,,United Kingdom
124475,C546978,21190,PINK HEARTS PAPER GARLAND,-50,3/18/2011 12:15,1.45,17857.0,United Kingdom
124741,C546987,AMAZONFEE,AMAZON FEE,-1,3/18/2011 12:56,5693.05,,United Kingdom
124787,C546989,AMAZONFEE,AMAZON FEE,-1,3/18/2011 12:59,5225.03,,United Kingdom
124921,C546997,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-6,3/18/2011 13:32,0.55,12748.0,United Kingdom
124922,C546997,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,3/18/2011 13:32,1.69,12748.0,United Kingdom
124923,C546997,23230,WRAP ALPHABET DESIGN,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom
124924,C546997,22992,REVOLVER WOODEN RULER ,-6,3/18/2011 13:32,1.95,12748.0,United Kingdom
124925,C546997,22991,GIRAFFE WOODEN RULER,-6,3/18/2011 13:32,1.95,12748.0,United Kingdom
124926,C546997,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom
124927,C546997,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom
124928,C546997,22924,FRIDGE MAGNETS LA VIE EN ROSE,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom
124929,C546997,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom
124930,C546997,22922,FRIDGE MAGNETS US DINER ASSORTED,-6,3/18/2011 13:32,0.85,12748.0,United Kingdom
124931,C546997,22915,ASSORTED BOTTLE TOP  MAGNETS ,-6,3/18/2011 13:32,0.42,12748.0,United Kingdom
124932,C546997,22711,WRAP CIRCUS PARADE,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom
124933,C546997,22710,WRAP I LOVE LONDON ,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom
124934,C546997,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124935,C546997,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124936,C546997,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124937,C546997,22398,MAGNETS PACK OF 4 SWALLOWS,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124938,C546997,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124939,C546997,22052,VINTAGE CARAVAN GIFT WRAP,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom
124940,C546997,22045,SPACEBOY GIFT WRAP,-25,3/18/2011 13:32,0.42,12748.0,United Kingdom
124941,C546997,21224,SET/4 SKULL BADGES,-6,3/18/2011 13:32,1.25,12748.0,United Kingdom
124942,C546997,21135,VICTORIAN  METAL POSTCARD SPRING,-4,3/18/2011 13:32,1.69,12748.0,United Kingdom
125067,C547008,22567,20 DOLLY PEGS RETROSPOT,-1,3/18/2011 14:39,1.25,,United Kingdom
125153,C547024,22962,JAM JAR WITH PINK LID,-2,3/18/2011 16:36,0.85,15065.0,United Kingdom
125154,C547024,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,3/18/2011 16:36,9.95,15065.0,United Kingdom
125231,C547031,22423,REGENCY CAKESTAND 3 TIER,-8,3/20/2011 10:17,10.95,15465.0,United Kingdom
125521,C547043,22752,SET 7 BABUSHKA NESTING BOXES,-1,3/20/2011 11:19,8.5,16156.0,United Kingdom
125522,C547043,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/20/2011 11:19,4.95,16156.0,United Kingdom
125523,C547043,22467,GUMBALL COAT RACK,-1,3/20/2011 11:19,2.55,16156.0,United Kingdom
125652,C547054,M,Manual,-1,3/20/2011 12:11,6.95,16444.0,United Kingdom
125653,C547054,35400,WOODEN BOX ADVENT CALENDAR ,-1,3/20/2011 12:11,8.95,16444.0,United Kingdom
126626,C547091,22766,PHOTO FRAME CORNICE,-12,3/20/2011 16:14,2.95,,United Kingdom
126627,C547091,21316,SMALL CHUNKY GLASS ROMAN  BOWL,-1,3/20/2011 16:14,2.95,,United Kingdom
126628,C547091,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-4,3/20/2011 16:14,3.75,,United Kingdom
126893,C547104,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 11:02,0.85,16817.0,United Kingdom
127043,C547168,84750A,PINK SMALL GLASS CAKE STAND,-24,3/21/2011 12:10,1.95,13593.0,United Kingdom
127051,C547187,22993,SET OF 4 PANTRY JELLY MOULDS,-2,3/21/2011 12:20,1.25,12779.0,Poland
127052,C547187,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,3/21/2011 12:20,2.95,12779.0,Poland
127053,C547187,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-6,3/21/2011 12:20,1.49,12779.0,Poland
127060,C547193,22428,ENAMEL FIRE BUCKET CREAM,-1,3/21/2011 12:38,6.95,17811.0,United Kingdom
127144,C547198,22423,REGENCY CAKESTAND 3 TIER,-1,3/21/2011 12:50,12.75,14606.0,United Kingdom
127145,C547198,22227,HANGING HEART MIRROR DECORATION ,-1,3/21/2011 12:50,0.65,14606.0,United Kingdom
127146,C547198,21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,3/21/2011 12:50,1.25,14606.0,United Kingdom
127299,C547208,84978,HANGING HEART JAR T-LIGHT HOLDER,-5,3/21/2011 14:39,1.06,15189.0,United Kingdom
127300,C547208,22423,REGENCY CAKESTAND 3 TIER,-10,3/21/2011 14:39,10.95,15189.0,United Kingdom
127550,C547228,21417,COCKLE SHELL DISH,-1,3/21/2011 15:48,2.1,16626.0,United Kingdom
127551,C547229,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,3/21/2011 15:49,3.75,17213.0,United Kingdom
127552,C547229,22467,GUMBALL COAT RACK,-1,3/21/2011 15:49,2.55,17213.0,United Kingdom
127553,C547230,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,3/21/2011 16:06,2.95,18189.0,United Kingdom
127554,C547231,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,3/21/2011 16:07,2.95,15291.0,United Kingdom
127555,C547232,22424,ENAMEL BREAD BIN CREAM,-1,3/21/2011 16:15,12.75,12994.0,United Kingdom
127556,C547232,85178,VICTORIAN SEWING KIT,-1,3/21/2011 16:15,1.25,12994.0,United Kingdom
127557,C547232,85053,FRENCH ENAMEL CANDLEHOLDER,-1,3/21/2011 16:15,2.1,12994.0,United Kingdom
127558,C547232,22429,ENAMEL MEASURING JUG CREAM,-1,3/21/2011 16:15,4.25,12994.0,United Kingdom
127559,C547232,22427,ENAMEL FLOWER JUG CREAM,-1,3/21/2011 16:15,5.95,12994.0,United Kingdom
127560,C547232,22425,ENAMEL COLANDER CREAM,-2,3/21/2011 16:15,4.95,12994.0,United Kingdom
127569,C547234,21537,RED RETROSPOT PUDDING BOWL,-1,3/21/2011 16:21,4.25,12428.0,Finland
127570,C547234,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,3/21/2011 16:21,7.95,12428.0,Finland
127571,C547235,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,3/21/2011 16:25,8.95,15291.0,United Kingdom
127572,C547236,22487,WHITE WOOD GARDEN PLANT LADDER,-1,3/21/2011 16:27,9.95,14180.0,United Kingdom
127573,C547237,21833,CAMOUFLAGE LED TORCH,-24,3/21/2011 16:29,1.69,16080.0,United Kingdom
127633,C547241,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 16:34,0.85,16817.0,United Kingdom
128405,C547309,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-12,3/22/2011 11:17,3.75,17416.0,United Kingdom
128446,547329,20681,,-1,3/22/2011 11:38,0.0,,United Kingdom
128447,547330,21894,,-40,3/22/2011 11:40,0.0,,United Kingdom
128448,547331,17013D,,-20,3/22/2011 11:41,0.0,,United Kingdom
128449,547332,21613,,-47,3/22/2011 11:42,0.0,,United Kingdom
128450,547333,22791,,-70,3/22/2011 11:43,0.0,,United Kingdom
128463,547335,20934,,-15,3/22/2011 11:44,0.0,,United Kingdom
128464,547336,21689,wrong barcode,-323,3/22/2011 11:45,0.0,,United Kingdom
128465,547337,85025C,barcode problem,-230,3/22/2011 11:47,0.0,,United Kingdom
128466,547338,22245,,-110,3/22/2011 11:49,0.0,,United Kingdom
128467,547339,84406B,?,-450,3/22/2011 11:51,0.0,,United Kingdom
128473,547341,85049D,,-20,3/22/2011 11:53,0.0,,United Kingdom
128475,C547342,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,3/22/2011 11:54,7.9,15044.0,United Kingdom
128476,C547342,22423,REGENCY CAKESTAND 3 TIER,-2,3/22/2011 11:54,12.75,15044.0,United Kingdom
128478,547345,22838,,-10,3/22/2011 11:55,0.0,,United Kingdom
128479,547346,21000,,-41,3/22/2011 11:56,0.0,,United Kingdom
128480,547347,22470,,-6,3/22/2011 11:56,0.0,,United Kingdom
128876,547363,22459,?lost,-232,3/22/2011 12:33,0.0,,United Kingdom
128946,C547368,21931,JUMBO STORAGE BAG SUKI,-1,3/22/2011 13:13,1.95,16809.0,United Kingdom
128947,547369,21898,,-83,3/22/2011 13:24,0.0,,United Kingdom
129131,C547376,21535,RED RETROSPOT SMALL MILK JUG,-1,3/22/2011 14:40,2.55,14227.0,United Kingdom
129737,C547388,84050,PINK HEART SHAPE EGG FRYING PAN,-12,3/22/2011 16:07,1.65,12352.0,Norway
129738,C547388,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-12,3/22/2011 16:07,1.49,12352.0,Norway
129739,C547388,22784,LANTERN CREAM GAZEBO ,-3,3/22/2011 16:07,4.95,12352.0,Norway
129740,C547388,22701,PINK DOG BOWL,-6,3/22/2011 16:07,2.95,12352.0,Norway
129741,C547388,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-12,3/22/2011 16:07,1.45,12352.0,Norway
129742,C547388,22413,METAL SIGN TAKE IT OR LEAVE IT ,-6,3/22/2011 16:07,2.95,12352.0,Norway
129743,C547388,21914,BLUE HARMONICA IN BOX ,-12,3/22/2011 16:07,1.25,12352.0,Norway
130079,547403,85028L,,-2,3/22/2011 17:05,0.0,,United Kingdom
130096,C547408,22627,MINT KITCHEN SCALES,-1,3/23/2011 8:55,8.5,15658.0,United Kingdom
130097,C547408,22423,REGENCY CAKESTAND 3 TIER,-1,3/23/2011 8:55,12.75,15658.0,United Kingdom
130098,C547409,23176,ABC TREASURE BOOK BOX ,-8,3/23/2011 8:59,2.25,13092.0,United Kingdom
130099,C547410,21937,STRAWBERRY   PICNIC BAG,-1,3/23/2011 9:02,2.95,18183.0,United Kingdom
130370,547487,84596E,,-153,3/23/2011 11:29,0.0,,United Kingdom
130501,C547495,22384,LUNCH BAG PINK POLKADOT,-2,3/23/2011 12:11,1.65,15021.0,United Kingdom
130692,C547502,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,3/23/2011 12:42,0.65,14513.0,United Kingdom
130693,C547502,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,3/23/2011 12:42,3.25,14513.0,United Kingdom
130694,C547502,22837,HOT WATER BOTTLE BABUSHKA ,-1,3/23/2011 12:42,4.65,14513.0,United Kingdom
130695,C547502,22189,CREAM HEART CARD HOLDER,-1,3/23/2011 12:42,3.95,14513.0,United Kingdom
130696,C547502,22175,PINK OWL SOFT TOY,-1,3/23/2011 12:42,2.95,14513.0,United Kingdom
130697,C547502,22077,6 RIBBONS RUSTIC CHARM,-1,3/23/2011 12:42,1.65,14513.0,United Kingdom
130736,547505,22198,,-9,3/23/2011 13:36,0.0,,United Kingdom
130737,547506,21538,,-2,3/23/2011 13:38,0.0,,United Kingdom
131398,547559,72759,thrown away-can't sell.,-524,3/23/2011 17:27,0.0,,United Kingdom
131399,547560,72732,thrown away-can't sell,-2472,3/23/2011 17:28,0.0,,United Kingdom
131603,C547574,22841,ROUND CAKE TIN VINTAGE GREEN,-2,3/24/2011 10:13,7.95,14223.0,United Kingdom
131681,C547581,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,3/24/2011 10:58,1.95,12474.0,Germany
131682,C547581,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,3/24/2011 10:58,1.65,12474.0,Germany
131683,C547581,21561,DINOSAUR LUNCH BOX WITH CUTLERY,-1,3/24/2011 10:58,2.55,12474.0,Germany
131684,C547581,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,3/24/2011 10:58,12.75,12474.0,Germany
131685,C547582,23194,GYMKHANA TREASURE BOOK BOX,-3,3/24/2011 11:06,2.25,12474.0,Germany
131686,C547582,23177,TREASURE ISLAND BOOK BOX,-2,3/24/2011 11:06,2.25,12474.0,Germany
131699,547593,20785,,-2,3/24/2011 11:18,0.0,,United Kingdom
131700,C547594,22978,PANTRY ROLLING PIN,-4,3/24/2011 11:19,3.75,12693.0,Germany
131701,547595,82483,,-12,3/24/2011 11:20,0.0,,United Kingdom
131702,547596,84306,,-5,3/24/2011 11:20,0.0,,United Kingdom
131703,547597,17011F,,-18,3/24/2011 11:21,0.0,,United Kingdom
131704,547598,21332,,-25,3/24/2011 11:24,0.0,,United Kingdom
131705,547599,21361,,-10,3/24/2011 11:24,0.0,,United Kingdom
131706,547606,22173,,-22,3/24/2011 11:26,0.0,,United Kingdom
131707,547611,84631,,-9,3/24/2011 11:26,0.0,,United Kingdom
131708,547618,21547,,-12,3/24/2011 11:28,0.0,,United Kingdom
131771,547646,84849D,,-80,3/24/2011 11:42,0.0,,United Kingdom
132295,C547661,22356,CHARLOTTE BAG PINK POLKADOT,-2,3/24/2011 13:09,0.85,13736.0,United Kingdom
132296,C547661,21874,GIN AND TONIC MUG,-1,3/24/2011 13:09,1.25,13736.0,United Kingdom
132297,C547661,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,3/24/2011 13:09,4.95,13736.0,United Kingdom
132642,C547675,22263,FELT EGG COSY LADYBIRD ,-49,3/24/2011 14:07,0.66,17754.0,United Kingdom
132643,C547676,22423,REGENCY CAKESTAND 3 TIER,-2,3/24/2011 14:15,10.95,15189.0,United Kingdom
132812,547699,21143,,-32,3/24/2011 16:38,0.0,,United Kingdom
132813,547700,21147,,-105,3/24/2011 16:39,0.0,,United Kingdom
132814,547701,84559D,,-7,3/24/2011 16:42,0.0,,United Kingdom
132940,C547710,21626,VINTAGE UNION JACK PENNANT,-2,3/24/2011 19:27,1.95,14875.0,United Kingdom
132976,C547711,22692,DOORMAT WELCOME TO OUR HOME,-1,3/24/2011 19:31,7.95,13534.0,United Kingdom
133108,C547725,22924,FRIDGE MAGNETS LA VIE EN ROSE,-72,3/25/2011 10:43,0.85,,United Kingdom
133109,C547725,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-144,3/25/2011 10:43,0.55,,United Kingdom
133111,C547725,84879,ASSORTED COLOUR BIRD ORNAMENT,-8,3/25/2011 10:43,1.69,,United Kingdom
133112,C547725,23230,WRAP ALPHABET DESIGN,-25,3/25/2011 10:43,0.42,,United Kingdom
133113,C547725,22992,REVOLVER WOODEN RULER ,-6,3/25/2011 10:43,1.95,,United Kingdom
133114,C547725,22991,GIRAFFE WOODEN RULER,-6,3/25/2011 10:43,1.95,,United Kingdom
133115,C547725,22948,METAL DECORATION NAUGHTY CHILDREN ,-6,3/25/2011 10:43,0.85,,United Kingdom
133116,C547725,22945,CHRISTMAS METAL TAGS ASSORTED ,-6,3/25/2011 10:43,0.85,,United Kingdom
133117,C547725,22945,CHRISTMAS METAL TAGS ASSORTED ,-72,3/25/2011 10:43,0.85,,United Kingdom
133119,C547725,22922,FRIDGE MAGNETS US DINER ASSORTED,-72,3/25/2011 10:43,0.85,,United Kingdom
133120,C547725,22915,ASSORTED BOTTLE TOP  MAGNETS ,-36,3/25/2011 10:43,0.42,,United Kingdom
133121,C547725,22906,12 MESSAGE CARDS WITH ENVELOPES,-1,3/25/2011 10:43,1.65,,United Kingdom
133122,C547725,22711,WRAP CIRCUS PARADE,-25,3/25/2011 10:43,0.42,,United Kingdom
133123,C547725,22710,WRAP I LOVE LONDON ,-25,3/25/2011 10:43,0.42,,United Kingdom
133124,C547725,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,-6,3/25/2011 10:43,1.25,,United Kingdom
133125,C547725,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-6,3/25/2011 10:43,1.25,,United Kingdom
133126,C547725,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-6,3/25/2011 10:43,1.25,,United Kingdom
133127,C547725,22398,MAGNETS PACK OF 4 SWALLOWS,-1,3/25/2011 10:43,1.25,,United Kingdom
133128,C547725,22398,MAGNETS PACK OF 4 SWALLOWS,-5,3/25/2011 10:43,1.25,,United Kingdom
133129,C547725,22396,MAGNETS PACK OF 4 RETRO PHOTO,-6,3/25/2011 10:43,1.25,,United Kingdom
133130,C547725,22052,VINTAGE CARAVAN GIFT WRAP,-25,3/25/2011 10:43,0.42,,United Kingdom
133131,C547725,22045,SPACEBOY GIFT WRAP,-25,3/25/2011 10:43,0.42,,United Kingdom
133132,C547725,21902,"KEY FOB , FRONT  DOOR ",-1,3/25/2011 10:43,0.65,,United Kingdom
133133,C547725,21224,SET/4 SKULL BADGES,-6,3/25/2011 10:43,1.25,,United Kingdom
133134,C547725,21135,VICTORIAN  METAL POSTCARD SPRING,-4,3/25/2011 10:43,1.69,,United Kingdom
133263,C547763,22963,JAM JAR WITH GREEN LID,-12,3/25/2011 11:31,0.85,14194.0,United Kingdom
133264,C547763,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,3/25/2011 11:31,2.95,14194.0,United Kingdom
133265,C547763,85150,LADIES & GENTLEMEN METAL SIGN,-1,3/25/2011 11:31,2.55,14194.0,United Kingdom
133266,C547763,23182,TOILET SIGN OCCUPIED OR VACANT,-1,3/25/2011 11:31,0.83,14194.0,United Kingdom
133267,C547763,21259,VICTORIAN SEWING BOX SMALL ,-1,3/25/2011 11:31,5.95,14194.0,United Kingdom
133710,C547791,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,3/25/2011 12:07,9.95,17979.0,United Kingdom
133798,C547797,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,3/25/2011 12:34,9.95,17460.0,United Kingdom
133799,C547798,22333,RETROSPOT PARTY BAG + STICKER SET,-2,3/25/2011 12:43,1.65,17204.0,United Kingdom
133800,C547798,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-12,3/25/2011 12:43,2.95,17204.0,United Kingdom
133801,C547798,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-12,3/25/2011 12:43,2.95,17204.0,United Kingdom
133873,C547802,71459,HANGING JAM JAR T-LIGHT HOLDER,-5,3/25/2011 13:12,0.72,12921.0,United Kingdom
133913,C547806,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,3/25/2011 13:37,4.95,12528.0,Germany
133914,C547806,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,3/25/2011 13:37,1.25,12528.0,Germany
133915,C547807,22962,JAM JAR WITH PINK LID,-2,3/25/2011 13:41,0.85,14194.0,United Kingdom
133916,C547807,85194S,HANGING SPRING FLOWER EGG SMALL,-4,3/25/2011 13:41,0.65,14194.0,United Kingdom
133917,C547808,37450,CERAMIC CAKE BOWL + HANGING CAKES,-4,3/25/2011 13:42,2.95,13014.0,United Kingdom
133918,C547808,21257,VICTORIAN SEWING BOX MEDIUM,-1,3/25/2011 13:42,7.95,13014.0,United Kingdom
134375,C547836,22423,REGENCY CAKESTAND 3 TIER,-9,3/27/2011 10:19,10.95,15465.0,United Kingdom
134390,C547838,84949,SILVER HANGING T-LIGHT HOLDER,-6,3/27/2011 10:47,1.65,12916.0,United Kingdom
134391,C547838,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,3/27/2011 10:47,6.95,12916.0,United Kingdom
134490,C547847,20726,LUNCH BAG WOODLAND,-1,3/27/2011 12:04,1.65,14232.0,United Kingdom
134491,C547848,85099B,JUMBO BAG RED RETROSPOT,-1,3/27/2011 12:05,1.95,12921.0,United Kingdom
134554,C547849,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,3/27/2011 12:06,1.25,12471.0,Germany
